Country,People using safely managed drinking water services % of population 2017,People using safely managed sanitation services % of population 2017,Access to electricity % of population 2017,Renewable energy consumption % of total final energy consumption 2015_x,Expenditures for R&D % of GDP 2015,Urban population living in slums % of urban population 2014,Ambient PM2.5 air pollution mean annual exposure micrograms per cubic meter 2016,Adjusted net savings % of GNI 2017,Carbon dioxide emissions per capita metric tons 2014_x,Nationally protected terrestrial and marine areas % of total territorial area 2018,"Intentional homicides Combined source estimates per 100,000 people 2015",Internet use Individuals using the Internet % of population 2017,Rural population % of total 2000,Rural population % of total 2018,Rural population growth (annual %)  2018,Land area sq. km thousands 2016,Land use Forest area % of land area 2000,Land use Forest area % of land area 2016,Land use Permanent cropland % of land area 2000,Land use Permanent cropland % of land area 2016,Land use Arable land % of land area 2000,Land use Arable land % of land area 2016,Arable land hectares per person 2000,Arable land hectares per person 2016,Access to electricity % of population 2000,Access to electricity % of population 2016,Access to electricity % of urban population 2016,Access to electricity % of rural population 2016,Access to clean fuels and technologies for cooking % of population 2000,Access to clean fuels and technologies for cooking % of population 2016,Renewable energy consumption % of total final energy consumption 2000,Renewable energy consumption % of total final energy consumption 2015_y,Renewable electricity output % of total electricity output 2000,Renewable electricity output % of total electricity output 2015,Agricultural land % of land area 2000-02,Agricultural land % of land area 2014-16,Agricultural land % irrigated 2014-16,Average annual precipitation millimeters 2014,Land under cereal production hectares thousands 2000-02,Land under cereal production hectares thousands 2014-16,Fertilizer consumption % of fertilizer production 2014-16,Fertilizer consumption kilograms per hectare of arable land 2014-16,Agricultural employment % of total employment 2000-02,Agricultural employment % of total employment 2014-16,Agricultural machinery tractors per 100 sq. km of arable land 2000,Agricultural machinery tractors per 100 sq. km of arable land 2009,Exposure to impact Land area where elevation is below 5 meters % of land area 2010,Exposure to impact Population living in areas where elevation is below 5 meters % of total population 2010,"Exposure to impact Population affected by droughts, floods, and extreme temperatures average annual; % of total population 2009",Exposure to impact Urban land area where elevation is below 5 meters % of urban land area 2010,Exposure to impact Rural population living in areas where elevation is below 5 meters % of rural population 2010,Exposure to impact Rural land area where elevation is below 5 meters % of rural land area 2010,Exposure to impact Urban population living in areas where elevation is below 5 meters % of urban population 2010,"Resilience Disaster risk reduction progress score 1, worst to 5,best 2011",Net energy imports % of energy use 1990,Net energy imports % of energy use 2015,GDP per unit of energy use 2011 PPP $ per kilogram of oil equivalent 1990,GDP per unit of energy use 2011 PPP $ per kilogram of oil equivalent 2015,Carbon dioxide emissions Total thousand metric tons 1990,Carbon dioxide emissions Total thousand metric tons 2014,Carbon dioxide emissions Carbon intensity kilograms per kilograms of oil equivalent energy use 1990,Carbon dioxide emissions Carbon intensity kilograms per kilograms of oil equivalent energy use 2014,Carbon dioxide emissions per capita metric tons 1990,Carbon dioxide emissions per capita metric tons 2014_y,Carbon dioxide emissions kilograms per 2011 PPP $ of GDP 1990,Carbon dioxide emissions kilograms per 2011 PPP $ of GDP 2014,Annual freshwater withdrawals Flows billion cu. m 2014,Annual freshwater withdrawals billion cu. m 2014,Annual freshwater withdrawals % of internal resources 2014,Annual freshwater withdrawals % for agriculture 2015,Annual freshwater withdrawals % for industry 2014,Water productivity % of domestic 2015,People using at least basic drinking water services GDP/water use 2010 $ per cu. m 2015,People using at least basic drinking water services Urban % of urban population 2018,People using at least basic drinking water services Rural % of Rural population 2018,Total greenhouse gas emissions thousand metric tons of carbon dioxide equivalent 2012,Total greenhouse gas emissions % change 1990-2012,Methane emissions thousand metric tons of carbon dioxide equivalent 2012,Methane emissions % change 1990-2012,Methane emissions From energy processes % of total 2008,Methane emissions Agricultural % of total 2008,Nitrous oxide emissions thousand metric tons of carbon dioxide equivalent 2012,Nitrous oxide emissions % change 1990-2012,Nitrous oxide emissions From energy processes % of total 2008,Nitrous oxide emissions Agricultural % of total 2008,Other greenhouse gas emissions thousand metric tons of carbon dioxide equivalent 2012,Other greenhouse gas emissions % change 1990-2012,Health expenditure Current % of GDP 2016,Health expenditure Public % of current 2016,Health expenditure Out of pocket % of current 2016,Health expenditure per capita $ 2016,Health expenditure per capita current PPP $ 2016,External health expenditure (% of current health expenditure)  2016,"Health workers Physicians per 1,000 people 2009-18","Health workers Nurses and midwives per 1,000 people 2009-18","Specialist surgical workforce per 100,000 population 2008-18",Completeness of birth registration % 2009-18,Completeness of death registration % 2008-16,"Incidence of tuberculosis per 100,000 people 2018",output
Cote d'Ivoire,36.5,68.34255319148937,65.6,64.5,0.1,56.0,26.7,16.6,0.5,14.9,7.763095238095239,43.8,57.0,49.0,1.6,318.0,32.5,32.7,11.9,14.2,8.8,9.1,0.17,0.12,47.6,64.3,92.0,36.7,18.4,18.2,63.7,64.5,36.8,16.7,62.0,65.0,10.086792452830188,480.17894736842106,759.7,260.49223300970874,145.89054054054054,51.7,47.9,48.9,30.0,32.1,0.2,3.8,0.0,0.0,0.2,0.1,3.5,2.5,22.0,7.0,9.0,5.0,339.6545454545454,405.780487804878,1.2,0.8,0.4,0.5,0.1,0.2,76.8,1.5,2.0,48.22330097087379,21.0,28.303030303030305,55.86915887850467,87.7,57.8,381.29999999999995,-78.0,152.66666666666666,33.9,24.7,15.1,221.65217391304347,31.7,2.8,27.9,-698.0,-100.0,4.4,25.8,40.1,67.6,162.6,15.0,0.2,0.9,2.8,72.0,89.30934579439251,142.0,1
Croatia,90.0,58.5,100.0,33.1,0.8,45.734939759036145,17.8,10.8,4.0,23.6,0.9,67.1,47.0,43.0,-1.5,56.0,33.7,34.4,1.2,1.3,15.1,15.6,0.19,0.21,100.0,100.0,100.0,100.0,80.4,92.7,26.8,33.1,57.3,66.8,21.0,28.0,1.0,480.17894736842106,578.9,532.8,30.1,119.3,15.6,7.6,27.3,49.4,1.0,1.8,0.0,0.2,0.9,0.8,1.0,3.2987951807228924,40.0,46.0,9.469655172413793,10.7,339.6545454545454,405.780487804878,2.2,2.1,3.6,4.0,0.32500000000000007,0.2,37.7,0.6,1.7,1.0,20.0,80.0,91.0,99.6,99.6,381.29999999999995,-12.4,152.66666666666666,13.0,48.7,28.7,221.65217391304347,-39.7,7.0,52.4,109.12765957446808,-90.0,7.2,78.2,15.4,884.5,386.33181818181816,9.116766467065869,3.0,8.1,81.2,100.0,100.0,8.0,0
Cuba,79.07499999999999,44.3,100.0,19.3,0.4,45.734939759036145,19.7,6.700680272108843,3.1,7.2,5.4,57.1,25.0,23.0,-0.3,104.0,22.7,31.3,5.1,4.6,32.6,28.7,0.31,0.26,97.0,99.6,100.0,98.5,68.3,79.4,34.4,19.3,6.9,3.9,63.0,60.0,10.086792452830188,480.17894736842106,320.6,316.7,475.5,49.4,24.6,18.6,216.6,203.2,8.5,2.9,0.7,0.2,1.5,8.3,1.4,4.5,57.0,50.0,9.469655172413793,9.64963503649635,339.6545454545454,405.780487804878,1.9,3.0,3.1,3.1,0.32500000000000007,0.2513089005235602,38.1,7.0,18.3,65.0,11.0,24.0,10.0,96.8,90.3,381.29999999999995,-8.1,152.66666666666666,-29.0,10.1,59.6,221.65217391304347,-39.1,2.7,75.7,109.12765957446808,-68.6,12.2,89.6,10.3,970.6,386.33181818181816,0.1,8.2,7.8,100.9,100.0,98.0,7.0,0
Curacao,79.07499999999999,68.34255319148937,100.0,0.3,0.8568,45.734939759036145,26.96649484536082,6.700680272108843,37.7,0.3,7.763095238095239,68.1,9.0,11.0,0.3,0.4,32.58980582524272,32.120388349514556,4.659375,4.519587628865979,13.962068965517242,14.050731707317071,0.22561576354679802,0.19107843137254904,100.0,100.0,100.0,100.0,55.68989361702128,64.84840425531915,0.1,0.3,0.7,3.7,38.1764705882353,37.69417475728155,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,141.3229299363057,31.26096256684492,25.916042780748665,207.31297709923663,194.94313725490193,4.993181818181818,7.268750000000001,1.1714285714285713,1.018181818181818,3.460227272727273,3.9755681818181823,3.805113636363636,3.2987951807228924,100.0,100.0,9.469655172413793,2.1,339.6545454545454,405.780487804878,2.3329113924050633,3.0,4.579274611398964,37.7,0.32500000000000007,1.4,96.0655172413793,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,94.19885057471264,80.00595238095238,381.29999999999995,71.66397849462365,152.66666666666666,37.1445,25.91094527363184,42.623880597014924,221.65217391304347,25.64776119402985,8.986138613861387,63.42623762376239,109.12765957446808,80.69254658385093,6.71505376344086,52.91505376344085,32.66182795698925,262.8720588235294,386.33181818181816,9.116766467065869,1.7232804232804235,4.139153439153439,37.93714285714286,84.20245398773007,89.30934579439251,6.0,0
Cyprus,99.6,75.5,100.0,9.9,0.5,45.734939759036145,17.0,3.2,5.3,1.7,1.3,80.7,31.0,33.0,0.9,9.2,18.6,18.7,4.5,2.8,10.6,9.2,0.1,0.07,100.0,100.0,100.0,100.0,100.0,100.0,3.1,9.9,0.0,8.8,15.0,12.0,22.3,498.0,59.2,23.3,145.89054054054054,196.7,5.3,3.6,207.31297709923663,194.94313725490193,1.7,5.6,0.0,0.9,0.6,0.8,5.1,3.2987951807228924,100.0,94.0,9.5,12.7,339.6545454545454,405.780487804878,3.2,3.1,5.7,5.3,0.3,0.2,0.8,0.2,28.4,66.0,2.0,33.0,105.0,99.5,99.7,381.29999999999995,44.8,642.0,45.7,2.4,37.8,315.0,31.1,14.2,63.5,-784.0,80.69254658385093,6.9,42.2,44.9,262.8720588235294,386.33181818181816,1.2,2.0,5.3,84.4,100.0,86.0,5.0,0
Czech Republic,97.9,94.5,100.0,14.8,1.9,45.734939759036145,16.1,10.3,9.2,22.2,0.8,78.7,26.0,26.0,-0.2,77.2,34.1,34.6,1.0,0.6,42.0,32.3,0.32,0.24,100.0,100.0,100.0,100.0,93.2,97.1,5.9,14.8,3.1,11.4,55.0,45.0,0.5,677.0,278.22336448598134,260.49223300970874,664.5,196.1,4.9,2.9,298.2,262.3,4.993181818181818,7.268750000000001,0.2,1.018181818181818,3.460227272727273,3.9755681818181823,3.805113636363636,2.8,17.0,32.0,4.2,7.9,339.6545454545454,405.780487804878,3.2,2.3,13.4,9.2,0.8,0.3,13.2,1.7,12.5,3.0,19.7984496124031,28.303030303030305,126.0,99.9,99.8,381.29999999999995,-29.2,152.66666666666666,-34.8,43.0,29.5,221.65217391304347,-26.9,23.5,50.3,109.12765957446808,645.7,7.1,81.9,15.0,262.8720588235294,386.33181818181816,9.116766467065869,4.3,8.4,124.5,100.0,100.0,5.0,0
Denmark,96.7,94.8,100.0,33.2,3.1,45.734939759036145,10.1,18.3,5.9,17.9,1.1,97.1,15.0,12.0,-0.4,42.0,13.8,14.7,0.2,0.1,53.8,56.6,0.43,0.41,100.0,100.0,100.0,100.0,100.0,100.0,10.7,33.2,15.5,65.5,63.0,62.0,4.8,703.0,278.22336448598134,260.49223300970874,145.89054054054054,131.1,3.2,2.5,540.2,486.3,14.5,16.3,0.0,2.9,5.2,11.6,11.1,3.2987951807228924,42.0,2.0,10.0,16.3,339.6545454545454,405.780487804878,2.9,2.1,9.8,5.9,0.3,0.1,6.0,0.6,10.6,25.0,20.0,55.0,513.0,100.0,100.0,381.29999999999995,-25.9,152.66666666666666,-4.7,16.6,65.1,221.65217391304347,-35.6,9.6,79.8,109.12765957446808,-43.9,10.4,84.1,13.7,262.8720588235294,386.33181818181816,9.116766467065869,4.5,10.3,69.0,100.0,98.0,5.0,0
Djibouti,79.07499999999999,36.4,60.2,15.4,0.8568,65.6,45.9,-1.8,0.8,1.2,7.763095238095239,55.7,23.0,22.0,1.0,23.2,0.2,0.2,4.659375,4.519587628865979,0.0,0.1,0.0,0.0,56.4,58.7,68.7,23.9,5.3,11.5,31.4,15.4,0.0,0.0,73.0,73.0,10.086792452830188,220.0,0.0,0.0,145.89054054054054,141.3229299363057,56.0,50.9,80.0,46.2,0.7,12.4,6.8,0.1,1.0,0.6,11.4,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,323.0,722.0,2.5,2.135,0.5,0.8,0.32500000000000007,0.2513089005235602,0.3,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,83.9,47.1,381.29999999999995,51.9,634.0,51.8,16.5,62.8,257.0,37.4,3.6,83.7,534.0,-71.7,3.5,45.8,25.8,70.2,122.1,27.8,0.2,0.5,4.4,84.20245398773007,89.30934579439251,260.0,1
Dominica,79.07499999999999,68.34255319148937,100.0,7.8,0.8568,45.734939759036145,20.0,6.700680272108843,1.9,0.7,12.3,69.6,35.0,30.0,-0.8,0.8,63.1,57.4,18.7,22.7,6.7,8.0,0.07,0.08,80.9,100.0,99.9,100.0,78.4,90.6,11.0,7.8,41.6,16.2,29.0,33.0,10.086792452830188,480.17894736842106,0.1,0.1,145.89054054054054,88.1,31.26096256684492,25.916042780748665,207.31297709923663,194.94313725490193,0.8,1.0,1.1714285714285713,0.3,0.5,0.5,0.5,3.2987951807228924,-29.218045112781954,-16.47142857142857,22.1,9.64963503649635,59.0,136.0,2.8,2.135,0.8,1.9,0.1,0.2,0.2,0.0,10.0,5.0,0.0,95.0,25.0,94.19885057471264,80.00595238095238,222.8,70.5,41.0,11.7,2.9,49.1,21.0,-13.9,5.7,56.6,3.0,-100.0,5.3,64.3,29.1,419.4,580.7,5.4,1.1,5.9,11.3,84.20245398773007,100.0,6.0,0
Dominican Republic,79.07499999999999,68.34255319148937,100.0,16.5,0.8568,12.1,13.7,17.3,2.1,19.2,15.2,67.6,38.0,19.0,-3.0,48.3,30.8,41.7,8.7,7.3,18.6,16.6,0.11,0.08,88.8,98.9,99.9,95.0,80.2,90.4,18.4,16.5,9.1,11.6,52.0,49.0,10.086792452830188,480.17894736842106,176.4,190.3,145.89054054054054,88.1,15.2,8.9,20.8,20.8,1.7,1.2,0.1,0.1,0.7,1.6,0.5,3.0,76.0,87.0,9.8,17.1,339.6545454545454,405.780487804878,2.3,2.8,1.3,2.1,0.2,0.2,23.5,7.1,30.4,80.0,8.0,12.0,8.0,98.3,90.3,381.29999999999995,96.4,152.66666666666666,14.3,17.1,55.0,221.65217391304347,2.8,9.0,73.4,109.12765957446808,-69.7,6.2,45.7,44.6,414.2,936.8,0.6,1.6,0.3,37.93714285714286,88.0,56.9,45.0,0
Ecuador,75.1,42.0,100.0,13.8,0.4,36.0,15.0,11.4,2.8,15.0,6.5,57.3,40.0,36.0,1.3,248.4,55.3,50.2,5.5,5.8,6.5,3.9,0.13,0.06,93.5,98.7,99.8,96.8,87.2,95.6,20.0,13.8,71.7,52.8,30.0,22.0,16.1,480.17894736842106,845.0,706.1,145.89054054054054,345.4,29.7,26.9,90.7,90.7,1.5,5.2,0.3,0.2,1.4,1.3,3.8,4.8,-159.0,-115.0,12.1,12.2,339.6545454545454,405.780487804878,2.7,3.1,1.6,2.8,0.2,0.3,442.4,9.9,2.2,48.22330097087379,6.0,28.303030303030305,55.86915887850467,100.0,83.5,381.29999999999995,70.9,152.66666666666666,43.7,22.7,65.0,221.65217391304347,70.1,3.9,85.6,109.12765957446808,-84.8,8.4,51.2,40.5,504.8,942.9,0.4,2.1,1.2,59.4,82.0,80.0,44.0,0
"Egypt, Arab Rep.",79.07499999999999,60.7,100.0,5.7,0.7,10.6,88.1,1.2,2.2,11.6,2.5,45.0,57.0,57.0,2.0,995.5,0.1,0.1,0.5,1.0,2.8,2.8,0.04,0.03,97.7,100.0,100.0,100.0,83.3,97.6,8.1,5.7,17.7,8.3,3.0,4.0,10.086792452830188,51.0,278.22336448598134,260.49223300970874,54.8,649.2,27.5,25.6,307.9,390.6,1.6,21.5,0.0,0.3,12.3,1.3,9.3,3.2987951807228924,-70.0,-7.0,10.3,12.1,339.6545454545454,405.780487804878,2.4,2.7,1.4,2.2,0.2,0.2,1.8,73.8,48.766666666666666,86.0,3.0,12.0,3.0,99.5,98.8,381.29999999999995,112.4,152.66666666666666,92.6,55.3,29.3,221.65217391304347,31.7,6.0,67.3,109.12765957446808,91.8,4.6,29.3,62.0,131.0,516.3,1.0,0.8,1.4,50.1,99.4,95.0,12.0,0
El Salvador,79.07499999999999,68.34255319148937,99.5,24.4,0.1,45.734939759036145,24.7,6.4,1.0,2.2,105.4,33.8,41.0,28.0,-2.1,20.7,16.0,12.6,12.1,10.1,31.4,35.6,0.11,0.12,84.5,96.0,98.4,90.3,56.5,86.0,50.9,24.4,58.1,57.8,75.0,76.0,1.4,480.17894736842106,328.7,390.8,145.89054054054054,132.4,19.7,18.7,207.31297709923663,194.94313725490193,0.8,0.5,0.4,0.1,0.4,0.7,0.1,3.3,31.0,49.0,9.6,10.6,339.6545454545454,405.780487804878,1.0,1.5,0.5,1.0,0.1,0.1,15.6,2.1,13.6,48.22330097087379,10.0,28.303030303030305,55.86915887850467,99.5,92.2,381.29999999999995,88.1,152.66666666666666,13.4,15.2,53.9,221.65217391304347,5.7,8.1,75.4,109.12765957446808,75.3,7.0,64.5,27.2,293.9,599.5,2.3,1.6,2.3,22.3,99.0,78.0,70.0,0
Equatorial Guinea,79.07499999999999,68.34255319148937,67.2,7.8,0.8568,66.2,54.5,6.700680272108843,4.8,1.8,7.763095238095239,26.2,51.0,28.0,1.9,28.1,62.1,55.5,3.6,2.1,4.6,4.3,0.21,0.1,75.34093264248705,66.9,91.6,6.0,23.0,34.4,52.6,7.8,13.9,57.8,12.0,10.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,141.3229299363057,47.1,41.5,207.31297709923663,194.94313725490193,0.3,0.9,1.1714285714285713,0.0,0.4,0.2,0.6,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,66.0,405.780487804878,2.3329113924050633,2.135,0.2,4.8,0.2,0.2,26.0,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,78.1,30.8,381.29999999999995,71.66397849462365,152.66666666666666,37.1445,92.2,0.3,37.0,104.1,57.0,27.2,109.12765957446808,-100.0,3.4,23.5,72.8,281.4,838.7,1.2,0.4,0.5,37.93714285714286,54.0,89.30934579439251,201.0,1
Eritrea,79.07499999999999,68.34255319148937,48.4,79.8,0.8568,45.734939759036145,48.7,6.700680272108843,0.2,3.0,7.763095238095239,1.3,73.0,39.41706161137441,0.19162561576354678,101.0,15.6,14.9,0.0,0.0,5.5,6.8,0.24,0.19107843137254904,29.2,47.2,76.6,28.5,6.1,16.3,76.8,79.8,0.5,0.5,75.0,75.0,10.086792452830188,384.0,344.6,470.7,145.89054054054054,2.8,62.3,63.0,8.3,8.3,1.2,0.8,7.3,0.0,0.6,1.2,0.2,3.2987951807228924,19.0,22.0,3.9,9.64963503649635,339.6545454545454,697.0,2.3329113924050633,0.9,4.579274611398964,4.905940594059406,0.32500000000000007,0.2513089005235602,2.8,24.320143884892087,20.8,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,89.7,27.8,381.29999999999995,49.3,152.66666666666666,39.8,19.6,65.6,221.65217391304347,22.2,5.7,88.3,199.0,80.69254658385093,3.0,29.2,59.1,29.9,55.3,11.7,1.7232804232804235,4.139153439153439,0.4,84.20245398773007,89.30934579439251,89.0,0
Estonia,93.3,97.4,100.0,27.5,1.5,45.734939759036145,6.8,15.2,14.8,19.5,3.4,88.1,31.0,31.0,-0.3,43.5,52.9,51.3,0.3,0.1,19.9,16.0,0.6,0.53,100.0,100.0,100.0,100.0,79.4,92.9,19.8,27.5,0.2,14.4,16.0,23.0,0.2,626.0,259.2,351.4,145.89054054054054,112.7,6.6,3.9,600.5,603.5,1.8,2.9,0.0,0.1,0.8,1.7,2.1,3.2987951807228924,45.0,-3.0,9.469655172413793,6.6,339.6545454545454,405.780487804878,3.6,3.2,15.6,14.8,0.32500000000000007,0.6,12.7,1.7,13.5,0.0,96.0,3.0,13.0,100.0,99.2,381.29999999999995,-58.2,152.66666666666666,-34.4,40.9,29.0,951.0,-52.3,14.2,65.3,-99.0,-99.5,6.7,75.4,22.7,262.8720588235294,386.33181818181816,0.2,3.5,6.5,65.0,100.0,100.0,13.0,0
Eswatini,79.07499999999999,68.34255319148937,73.5,66.1,0.3,32.7,17.1,0.8,1.1,4.2,8.5,47.0,77.0,76.0,0.8,17.2,30.1,34.3,0.8,0.9,10.3,10.2,0.18,0.16,26.9,69.8,89.6,63.7,27.2,49.7,48.2,66.1,40.9,46.6,71.0,71.0,10.086792452830188,788.0,69.0,78.1,145.89054054054054,141.3229299363057,15.4,13.2,219.8,87.1,0.0,0.0,9.2,0.0,0.0,0.0,0.0,3.2987951807228924,-29.218045112781954,-16.47142857142857,15.0,9.64963503649635,425.0,405.780487804878,1.4,2.135,0.5,1.1,0.1,0.1,2.6,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,96.8,60.4,381.29999999999995,53.8,152.66666666666666,21.4,11.7,57.3,569.0,4.7,4.3,91.0,922.0,375.8,7.7,69.3,9.9,220.6,663.3,13.8,0.1,2.0,0.2,54.0,89.30934579439251,329.0,1
Ethiopia,11.4,68.34255319148937,44.3,92.2,0.3,73.9,39.2,9.3,0.1,18.5,7.763095238095239,18.6,85.0,79.0,2.0,171.07621621621624,13.7,12.5,0.7,1.1,10.0,15.1,0.15,0.15,12.7,42.9,85.4,32.4,1.1,3.5,96.0,92.2,98.6,100.0,30.0,36.0,10.086792452830188,848.0,278.22336448598134,260.49223300970874,145.89054054054054,14.4,76.9,68.0,207.31297709923663,194.94313725490193,0.0,0.0,3.3,0.0,0.0,0.0,0.0,3.2987951807228924,4.0,6.0,1.4,2.9,339.6545454545454,405.780487804878,0.1,0.2,0.1,0.1,0.1,0.1,122.0,10.6,6.4,92.0,1.0,28.303030303030305,5.0,80.3,31.1,381.29999999999995,175.3,152.66666666666666,61.3,16.7,70.8,221.65217391304347,57.7,4.7,88.3,109.12765957446808,80.69254658385093,4.0,27.6,37.4,27.5,69.5,15.3,0.1,0.8,0.5,2.7,89.30934579439251,151.0,1
Faroe Islands,79.07499999999999,68.34255319148937,100.0,7.5,0.8568,45.734939759036145,26.96649484536082,6.700680272108843,12.5,0.0,7.763095238095239,97.6,64.0,58.0,0.1,1.4,0.1,0.1,4.659375,4.519587628865979,2.1,2.1,0.06,0.06,100.0,100.0,100.0,100.0,55.68989361702128,64.84840425531915,2.8,7.5,36.2,60.1,2.0,2.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,141.3229299363057,31.26096256684492,25.916042780748665,207.31297709923663,194.94313725490193,7.7,6.8,1.1714285714285713,1.0,4.5,6.7,2.3,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,711.0,598.0,2.3329113924050633,2.135,15.0,12.5,0.32500000000000007,0.2513089005235602,96.0655172413793,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,94.19885057471264,80.00595238095238,381.29999999999995,71.66397849462365,39.0,16.8,0.0,36.0,7.0,7.3,0.0,86.6,109.12765957446808,-100.0,6.71505376344086,52.91505376344085,32.66182795698925,262.8720588235294,386.33181818181816,9.116766467065869,1.7232804232804235,4.139153439153439,37.93714285714286,84.20245398773007,89.30934579439251,102.89371980676329,1
Fiji,79.07499999999999,68.34255319148937,96.0,31.3,0.8568,45.734939759036145,11.1,8.1,1.4,1.0,2.3,50.0,52.0,44.0,-0.5,18.3,53.7,55.9,4.5,4.7,9.3,9.0,0.21,0.19,75.8,96.7,99.4,93.4,31.1,39.6,52.9,31.3,60.2,45.0,23.0,23.0,10.086792452830188,480.17894736842106,5.7,2.3,145.89054054054054,46.0,45.2,40.0,357.6,354.0,3.1,4.9,1.7,0.6,1.9,2.5,3.0,2.8,-29.218045112781954,-16.47142857142857,15.0,9.64963503649635,814.0,405.780487804878,2.8,2.135,1.1,1.4,0.2,0.2,28.6,0.1,0.3,48.22330097087379,11.0,28.303030303030305,55.86915887850467,97.8,88.7,381.29999999999995,-3.0,715.0,12.5,2.3,78.4,344.0,-3.0,2.4,91.4,-97.0,-35.0,3.5,63.9,20.6,179.9,313.2,3.1,0.8,2.9,5.4,84.20245398773007,100.0,54.0,0
Finland,99.6,99.2,100.0,43.2,2.9,45.734939759036145,5.9,10.2,8.7,14.2,1.5,87.5,18.0,15.0,-0.2,303.9,73.7,73.1,0.0,0.0,7.2,7.4,0.42,0.41,100.0,100.0,100.0,100.0,100.0,100.0,31.7,43.2,33.4,44.5,7.0,7.0,10.086792452830188,536.0,278.22336448598134,998.0,45.5,80.5,5.5,3.9,778.9,783.5,0.5,1.9,0.0,0.1,0.3,0.4,1.5,3.5,57.0,45.0,5.1,6.6,339.6545454545454,405.780487804878,1.8,1.4,10.4,8.7,0.4,0.2,107.0,6.6,6.1,1.0,19.7984496124031,6.0,38.0,100.0,100.0,381.29999999999995,-8.6,152.66666666666666,-15.1,8.8,20.6,221.65217391304347,-29.0,28.7,41.2,109.12765957446808,104.1,9.5,77.4,20.4,262.8720588235294,386.33181818181816,0.0,3.8,14.7,76.3,100.0,100.0,5.0,0
France,97.9,88.4,100.0,13.5,2.3,45.734939759036145,11.9,9.3,4.6,33.2,1.6,80.5,24.0,20.0,-1.2,547.6,27.9,31.2,2.1,1.8,33.5,33.5,0.3,0.27,100.0,100.0,100.0,100.0,100.0,100.0,9.3,13.5,13.0,15.9,54.0,52.0,10.086792452830188,867.0,278.22336448598134,260.49223300970874,221.8,163.1,4.1,2.9,688.7,640.1,1.6,2.9,0.0,0.6,0.7,1.0,2.2,3.2987951807228924,50.0,44.0,7.7,10.3,339.6545454545454,405.780487804878,1.7,1.2,6.5,4.6,0.2,0.1,200.0,29.8,14.9,10.0,71.0,18.0,91.0,100.0,100.0,381.29999999999995,-10.0,152.66666666666666,7.2,42.6,43.5,221.65217391304347,-50.1,7.7,70.9,109.12765957446808,78.4,11.5,82.9,9.8,262.8720588235294,386.33181818181816,0.0,3.2,9.7,58.6,100.0,100.0,9.0,0
French Polynesia,79.07499999999999,68.34255319148937,100.0,9.8,0.8568,45.734939759036145,26.96649484536082,6.700680272108843,3.0,0.0,7.763095238095239,72.7,44.0,38.0,0.4,3.7,28.7,42.3,5.5,6.3,0.8,0.7,0.01,0.01,100.0,100.0,100.0,100.0,55.68989361702128,64.84840425531915,9.9,9.8,33.3,32.0,12.0,12.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,252.0,9.4,8.5,910.0,194.94313725490193,19.9,5.0,1.1714285714285713,0.0,4.7,19.9,0.3,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,436.0,803.0,2.3329113924050633,2.135,2.2,3.0,0.32500000000000007,0.2513089005235602,10.0,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,94.19885057471264,80.00595238095238,381.29999999999995,-39.9,99.0,40.1,2.1,26.5,37.0,1.7,11.2,48.5,109.12765957446808,-100.0,6.71505376344086,52.91505376344085,32.66182795698925,262.8720588235294,386.33181818181816,9.116766467065869,1.7232804232804235,4.139153439153439,32.6,84.20245398773007,89.30934579439251,22.0,0
